"","Date","State","TotalSamples","Negative","Positive"
"5297",2020-08-04,"Jammu and Kashmir",671413,649017,22396
"5298",2020-08-05,"Jammu and Kashmir",679415,656460,22955
"5299",2020-08-06,"Jammu and Kashmir",686808,663354,23454
"5300",2020-08-07,"Jammu and Kashmir",695620,671693,23927
"5301",2020-08-08,"Jammu and Kashmir",706780,682390,24390
"5302",2020-08-09,"Jammu and Kashmir",717110,692213,24897
"5303",2020-08-10,"Jammu and Kashmir",725542,700175,25367
"5304",2020-08-11,"Jammu and Kashmir",738203,712272,NA
"5305",2020-08-12,"Jammu and Kashmir",750847,724434,26413
"5306",2020-08-13,"Jammu and Kashmir",763211,736262,26949
"5307",2020-08-14,"Jammu and Kashmir",775333,747844,27489
"5308",2020-08-15,"Jammu and Kashmir",785475,757454,28021
"5309",2020-08-16,"Jammu and Kashmir",793537,765067,NA
"5310",2020-08-17,"Jammu and Kashmir",801329,772437,NA
"5311",2020-08-18,"Jammu and Kashmir",811167,781841,NA
"5312",2020-08-19,"Jammu and Kashmir",822574,792540,NA
"5313",2020-08-20,"Jammu and Kashmir",833403,802686,NA
"5314",2020-08-21,"Jammu and Kashmir",844641,813270,31371
"5315",2020-08-22,"Jammu and Kashmir",855991,824010,NA
"5316",2020-08-23,"Jammu and Kashmir",868594,835947,NA
"5317",2020-08-24,"Jammu and Kashmir",877836,844761,NA
"5318",2020-08-25,"Jammu and Kashmir",888127,854351,NA
"5319",2020-08-26,"Jammu and Kashmir",902677,868197,NA
"5320",2020-08-27,"Jammu and Kashmir",915226,880091,NA
"5321",2020-08-28,"Jammu and Kashmir",929733,893902,NA
"5322",2020-08-29,"Jammu and Kashmir",943981,907604,NA
"5323",2020-08-30,"Jammu and Kashmir",956733,919570,NA
"5324",2020-08-31,"Jammu and Kashmir",966412,928714,NA
"5325",2020-09-01,"Jammu and Kashmir",978882,940659,NA
"5326",2020-09-02,"Jammu and Kashmir",996481,957617,NA
"5327",2020-09-03,"Jammu and Kashmir",1012892,972949,NA
"5328",2020-09-04,"Jammu and Kashmir",1031316,990326,NA
"5329",2020-09-05,"Jammu and Kashmir",1051826,1009585,NA
"5330",2020-09-06,"Jammu and Kashmir",1074998,1031441,NA
"5331",2020-09-07,"Jammu and Kashmir",1088652,1044082,NA
"5332",2020-09-08,"Jammu and Kashmir",1107406,1061481,NA
"5333",2020-09-09,"Jammu and Kashmir",1131076,1083534,NA
"5334",2020-09-10,"Jammu and Kashmir",1152563,1103429,NA
"5335",2020-09-11,"Jammu and Kashmir",1177773,1127061,NA
"5336",2020-09-12,"Jammu and Kashmir",1203799,1151389,NA
"5337",2020-09-13,"Jammu and Kashmir",1231698,1177602,NA
"5338",2020-09-14,"Jammu and Kashmir",1248495,1193170,NA
"5339",2020-09-15,"Jammu and Kashmir",1270310,1213656,NA
"5340",2020-09-16,"Jammu and Kashmir",1297329,1239085,NA
"5341",2020-09-17,"Jammu and Kashmir",1320240,1260529,NA
"5342",2020-09-18,"Jammu and Kashmir",1345750,1284709,NA
"5343",2020-09-19,"Jammu and Kashmir",1369702,1307169,NA
"5344",2020-09-20,"Jammu and Kashmir",1396729,1332739,NA
"5345",2020-09-21,"Jammu and Kashmir",1415364,1350338,NA
"5346",2020-09-22,"Jammu and Kashmir",1436409,1370148,NA
"5347",2020-09-23,"Jammu and Kashmir",1464565,1397055,NA
"5348",2020-09-24,"Jammu and Kashmir",1487962,1419348,NA
"5349",2020-09-25,"Jammu and Kashmir",1513224,1443392,NA
"5350",2020-09-26,"Jammu and Kashmir",1539284,1468235,NA
"5351",2020-09-27,"Jammu and Kashmir",1563309,1491119,NA
"5352",2020-09-28,"Jammu and Kashmir",1581606,1508592,NA
"5353",2020-09-29,"Jammu and Kashmir",1600606,1526511,NA
"5354",2020-09-30,"Jammu and Kashmir",1622775,1547705,NA
"5355",2020-10-01,"Jammu and Kashmir",1643722,1567559,NA
"5356",2020-10-02,"Jammu and Kashmir",1667587,1590334,NA
"5357",2020-10-03,"Jammu and Kashmir",1685809,1607581,NA
"5358",2020-10-04,"Jammu and Kashmir",1707503,1628397,NA
"5359",2020-10-05,"Jammu and Kashmir",1723337,1643599,NA
"5360",2020-10-06,"Jammu and Kashmir",1741300,1660824,NA
"5361",2020-10-07,"Jammu and Kashmir",1761792,1680695,NA
"5362",2020-10-08,"Jammu and Kashmir",1780540,1698747,NA
"5363",2020-10-09,"Jammu and Kashmir",1800252,1717823,NA
"5364",2020-10-10,"Jammu and Kashmir",1818753,1735689,NA
"5365",2020-10-11,"Jammu and Kashmir",1839765,1756132,NA
"5366",2020-10-12,"Jammu and Kashmir",1854486,1770455,NA
"5367",2020-10-13,"Jammu and Kashmir",1875262,1790554,NA
"5368",2020-10-14,"Jammu and Kashmir",1902884,1817475,NA
"5369",2020-10-15,"Jammu and Kashmir",1929126,1843069,NA
"5370",2020-10-16,"Jammu and Kashmir",1952850,1866096,NA
"5371",2020-10-17,"Jammu and Kashmir",1978626,1891262,NA
"5372",2020-10-18,"Jammu and Kashmir",2004113,1916171,NA
"5373",2020-10-19,"Jammu and Kashmir",2023294,1934925,NA
"5374",2020-10-20,"Jammu and Kashmir",2048631,1959673,NA
"5375",2020-10-21,"Jammu and Kashmir",2075701,1986119,NA
"5376",2020-10-22,"Jammu and Kashmir",2100760,2010594,NA
"5377",2020-10-23,"Jammu and Kashmir",2125790,2035038,NA
"5378",2020-10-24,"Jammu and Kashmir",2153529,2062200,NA
"5379",2020-10-25,"Jammu and Kashmir",2175682,2083821,NA
"5380",2020-10-26,"Jammu and Kashmir",2194292,2102067,NA
"5381",2020-10-27,"Jammu and Kashmir",2214645,2121968,NA
"5382",2020-10-28,"Jammu and Kashmir",2238671,2145458,NA
"5383",2020-10-29,"Jammu and Kashmir",2261736,2167972,NA
"5384",2020-10-30,"Jammu and Kashmir",2284588,2190258,NA
"5385",2020-10-31,"Jammu and Kashmir",2303954,2209169,NA
"5386",2020-11-01,"Jammu and Kashmir",2324411,2229086,NA
"5387",2020-11-02,"Jammu and Kashmir",2343543,2247833,NA
"5388",2020-11-03,"Jammu and Kashmir",2366741,2270553,NA
"5389",2020-11-04,"Jammu and Kashmir",2391065,2294365,NA
"5390",2020-11-05,"Jammu and Kashmir",2414248,2317024,NA
"5391",2020-11-06,"Jammu and Kashmir",2439196,2341391,NA
"5392",2020-11-07,"Jammu and Kashmir",2461279,2362942,NA
"5393",2020-11-08,"Jammu and Kashmir",2486241,2387349,NA
"5394",2020-11-09,"Jammu and Kashmir",2505835,2406483,NA
"5395",2020-11-10,"Jammu and Kashmir",2529786,2429942,NA
"5396",2020-11-11,"Jammu and Kashmir",2551946,2451595,NA
"5397",2020-11-12,"Jammu and Kashmir",2578555,2477587,NA
"5398",2020-11-13,"Jammu and Kashmir",2603471,2501877,NA
"5399",2020-11-14,"Jammu and Kashmir",2628297,2526138,NA
"5400",2020-11-15,"Jammu and Kashmir",2645975,2543356,NA
"5401",2020-11-16,"Jammu and Kashmir",2660991,2557982,NA
"5402",2020-11-17,"Jammu and Kashmir",2677771,2574190,NA
"5403",2020-11-18,"Jammu and Kashmir",2701918,2597763,NA
"5404",2020-11-19,"Jammu and Kashmir",2729618,2624903,NA
"5405",2020-11-20,"Jammu and Kashmir",2756552,2651176,NA
"5406",2020-11-21,"Jammu and Kashmir",2783244,2677260,NA
"5407",2020-11-22,"Jammu and Kashmir",2810409,2703861,NA
"5408",2020-11-23,"Jammu and Kashmir",2831855,2724956,NA
"5409",2020-11-24,"Jammu and Kashmir",2856746,2749416,NA
"5410",2020-11-25,"Jammu and Kashmir",2885308,2777489,NA
"5411",2020-11-26,"Jammu and Kashmir",2912826,2804520,NA
"5412",2020-11-27,"Jammu and Kashmir",2940302,2831431,NA
"5413",2020-11-28,"Jammu and Kashmir",2969672,2860289,NA
"5414",2020-11-29,"Jammu and Kashmir",2995668,2885814,NA
"5415",2020-11-30,"Jammu and Kashmir",3014877,2904653,NA
"5416",2020-12-01,"Jammu and Kashmir",3037239,2926561,NA
"5417",2020-12-02,"Jammu and Kashmir",3064139,2953009,NA
"5418",2020-12-03,"Jammu and Kashmir",3094143,2982431,NA
"5419",2020-12-04,"Jammu and Kashmir",3121260,3009004,NA
"5420",2020-12-05,"Jammu and Kashmir",3148894,3036137,NA
"5421",2020-12-06,"Jammu and Kashmir",3174647,3061359,NA
"5422",2020-12-07,"Jammu and Kashmir",3194883,3081315,NA
"5423",2020-12-08,"Jammu and Kashmir",3218875,3104837,NA
"5424",2020-12-09,"Jammu and Kashmir",3243834,3129427,NA
"5425",2020-12-10,"Jammu and Kashmir",3269517,3154744,NA
"5426",2020-12-11,"Jammu and Kashmir",3294008,3178801,NA
"5427",2020-12-12,"Jammu and Kashmir",3319656,3204030,NA
"5428",2020-12-13,"Jammu and Kashmir",3345171,3229163,NA
"5429",2020-12-14,"Jammu and Kashmir",3366391,3250137,NA
"5430",2020-12-15,"Jammu and Kashmir",3390826,3274226,NA
"5431",2020-12-16,"Jammu and Kashmir",3420425,3303493,NA
"5432",2020-12-17,"Jammu and Kashmir",3448733,3331416,NA
"5433",2020-12-18,"Jammu and Kashmir",3475137,3357432,NA
"5434",2020-12-19,"Jammu and Kashmir",3503197,3385191,NA
"5435",2020-12-20,"Jammu and Kashmir",3528248,3409985,NA
"5436",2020-12-21,"Jammu and Kashmir",3551273,3432778,NA
"5437",2020-12-22,"Jammu and Kashmir",3581035,3462232,NA
"5438",2020-12-23,"Jammu and Kashmir",3609605,3490552,NA
"5439",2020-12-24,"Jammu and Kashmir",3639084,3519740,NA
"5440",2020-12-25,"Jammu and Kashmir",3667726,3548098,NA
"5441",2020-12-26,"Jammu and Kashmir",3693803,3573926,NA
"5442",2020-12-27,"Jammu and Kashmir",3716877,3596740,NA
"5443",2020-12-28,"Jammu and Kashmir",3739623,3619330,NA
"5444",2020-12-29,"Jammu and Kashmir",3768849,3648322,NA
"5445",2020-12-30,"Jammu and Kashmir",3792251,3671507,NA
"5446",2020-12-31,"Jammu and Kashmir",3822674,3701703,NA
"5447",2021-01-01,"Jammu and Kashmir",3851827,3730600,NA
"5448",2021-01-02,"Jammu and Kashmir",3885403,3763932,NA
"5449",2021-01-03,"Jammu and Kashmir",3916848,3795195,NA
"5450",2021-01-04,"Jammu and Kashmir",3943822,3822036,NA
"5451",2021-01-05,"Jammu and Kashmir",3970242,3848319,NA
"5452",2021-01-06,"Jammu and Kashmir",3989145,3867096,NA
"5453",2021-01-07,"Jammu and Kashmir",4011893,3889717,NA
"5454",2021-01-08,"Jammu and Kashmir",4034984,3912681,NA
"5455",2021-01-09,"Jammu and Kashmir",4059790,3937365,NA
"5456",2021-01-10,"Jammu and Kashmir",4087291,3964753,NA
"5457",2021-01-11,"Jammu and Kashmir",4112373,3989722,NA
"5458",2021-01-12,"Jammu and Kashmir",4138707,4015943,NA
"5459",2021-01-13,"Jammu and Kashmir",4164847,4041962,NA
"5460",2021-01-14,"Jammu and Kashmir",4188783,4065819,NA
"5461",2021-01-15,"Jammu and Kashmir",4211448,4088340,NA
"5462",2021-01-16,"Jammu and Kashmir",4234239,4111022,NA
"5463",2021-01-17,"Jammu and Kashmir",4256135,4132792,NA
"5464",2021-01-18,"Jammu and Kashmir",4274813,4151388,NA
"5465",2021-01-19,"Jammu and Kashmir",4297224,4173686,NA
"5466",2021-01-20,"Jammu and Kashmir",4319042,4195395,NA
"5467",2021-01-21,"Jammu and Kashmir",4339419,4215655,NA
"5468",2021-01-22,"Jammu and Kashmir",4361420,4237568,NA
"5469",2021-01-23,"Jammu and Kashmir",4384771,4260825,NA
"5470",2021-01-24,"Jammu and Kashmir",4402248,4278229,NA
"5471",2021-01-25,"Jammu and Kashmir",4421013,4296930,NA
"5472",2021-01-26,"Jammu and Kashmir",4444236,4320079,NA
"5473",2021-01-27,"Jammu and Kashmir",4461439,4337205,NA
"5474",2021-01-28,"Jammu and Kashmir",4481723,4357426,NA
"5475",2021-01-29,"Jammu and Kashmir",4502603,4378230,NA
"5476",2021-01-30,"Jammu and Kashmir",4524200,4399751,NA
"5477",2021-01-31,"Jammu and Kashmir",4544387,4419881,NA
"5478",2021-02-01,"Jammu and Kashmir",4562133,4437583,NA
"5479",2021-02-02,"Jammu and Kashmir",4580204,4455610,NA
"5480",2021-02-03,"Jammu and Kashmir",4600637,4475978,NA
"5481",2021-02-04,"Jammu and Kashmir",4621705,4496986,NA
"5482",2021-02-05,"Jammu and Kashmir",4643543,4518758,NA
"5483",2021-02-06,"Jammu and Kashmir",4666171,4541321,NA
"5484",2021-02-07,"Jammu and Kashmir",4688992,4564083,NA
"5485",2021-02-08,"Jammu and Kashmir",4710630,4585678,NA
"5486",2021-02-09,"Jammu and Kashmir",4730411,4605404,NA
"5487",2021-02-10,"Jammu and Kashmir",4752735,4627683,NA
"5488",2021-02-11,"Jammu and Kashmir",4776402,4651285,NA
"5489",2021-02-12,"Jammu and Kashmir",4799891,4674683,NA
"5490",2021-02-13,"Jammu and Kashmir",4822635,4697367,NA
"5491",2021-02-14,"Jammu and Kashmir",4846627,4721286,NA
"5492",2021-02-15,"Jammu and Kashmir",4868541,4743136,NA
"5493",2021-02-16,"Jammu and Kashmir",4892000,4766537,NA
"5494",2021-02-17,"Jammu and Kashmir",4917708,4792161,NA
"5495",2021-02-18,"Jammu and Kashmir",4942425,4816791,NA
"5496",2021-02-19,"Jammu and Kashmir",4967246,4841531,NA
"5497",2021-02-20,"Jammu and Kashmir",4993409,4867626,NA
"5498",2021-02-21,"Jammu and Kashmir",5018612,4892745,NA
"5499",2021-02-22,"Jammu and Kashmir",5038661,4912736,NA
"5500",2021-02-23,"Jammu and Kashmir",5062994,4936975,NA
"5501",2021-02-24,"Jammu and Kashmir",5090890,4964797,NA
"5502",2021-02-25,"Jammu and Kashmir",5117679,4991478,NA
"5503",2021-02-26,"Jammu and Kashmir",5147460,5021174,NA
"5504",2021-02-27,"Jammu and Kashmir",5174945,5048562,NA
"5505",2021-02-28,"Jammu and Kashmir",5201665,5075224,NA
"5506",2021-03-01,"Jammu and Kashmir",5226361,5099857,NA
"5507",2021-03-02,"Jammu and Kashmir",5253071,5126482,NA
"5508",2021-03-03,"Jammu and Kashmir",5281141,5154448,NA
"5509",2021-03-04,"Jammu and Kashmir",5309652,5182880,NA
"5510",2021-03-05,"Jammu and Kashmir",5336858,5210005,NA
"5511",2021-03-06,"Jammu and Kashmir",5363489,5236557,NA
"5512",2021-03-07,"Jammu and Kashmir",5389798,5262754,NA
"5513",2021-03-08,"Jammu and Kashmir",5411801,5284687,NA
"5514",2021-03-09,"Jammu and Kashmir",5436662,5309471,NA
"5515",2021-03-10,"Jammu and Kashmir",5462245,5334957,NA
"5516",2021-03-11,"Jammu and Kashmir",5488910,5361547,NA
"5517",2021-03-12,"Jammu and Kashmir",5512452,5385016,NA
"5518",2021-03-13,"Jammu and Kashmir",5534502,5406967,NA
"5519",2021-03-14,"Jammu and Kashmir",5558779,5431139,NA
"5520",2021-03-15,"Jammu and Kashmir",5581500,5453766,NA
"5521",2021-03-16,"Jammu and Kashmir",5606242,5478411,NA
"5522",2021-03-17,"Jammu and Kashmir",5634811,5506854,NA
"5523",2021-03-18,"Jammu and Kashmir",5663272,5535175,NA
"5524",2021-03-19,"Jammu and Kashmir",5690460,5562211,NA
"5525",2021-03-20,"Jammu and Kashmir",5717093,5588704,NA
"5526",2021-03-21,"Jammu and Kashmir",5747468,5618921,NA
"5527",2021-03-22,"Jammu and Kashmir",5773118,5644439,NA
"5528",2021-03-23,"Jammu and Kashmir",5800849,5672013,NA
"5529",2021-03-24,"Jammu and Kashmir",5830758,5701727,NA
"5530",2021-03-25,"Jammu and Kashmir",5858408,5729205,NA
"5531",2021-03-26,"Jammu and Kashmir",5888075,5758662,NA
"5532",2021-03-27,"Jammu and Kashmir",5918723,5789039,NA
"5533",2021-03-28,"Jammu and Kashmir",5950506,5820513,NA
"5534",2021-03-29,"Jammu and Kashmir",5980072,5849844,NA
"5535",2021-03-30,"Jammu and Kashmir",6017096,5886509,NA
"5536",2021-03-31,"Jammu and Kashmir",6051587,5920627,NA
"5537",2021-04-01,"Jammu and Kashmir",6089662,5958241,NA
"5538",2021-04-02,"Jammu and Kashmir",6130386,5998448,NA
"5539",2021-04-03,"Jammu and Kashmir",6168752,6036313,NA
"5540",2021-04-04,"Jammu and Kashmir",6211099,6078087,NA
"5541",2021-04-05,"Jammu and Kashmir",6246356,6112902,NA
"5542",2021-04-06,"Jammu and Kashmir",6286013,6151998,NA
"5543",2021-04-07,"Jammu and Kashmir",6329888,6195061,NA
"5544",2021-04-08,"Jammu and Kashmir",6373912,6238250,NA
"5545",2021-04-09,"Jammu and Kashmir",6416947,6280477,NA
"5546",2021-04-10,"Jammu and Kashmir",6459007,6321532,NA
"5547",2021-04-11,"Jammu and Kashmir",6502828,6364438,NA
"5548",2021-04-12,"Jammu and Kashmir",6536949,6397568,NA
"5549",2021-04-13,"Jammu and Kashmir",6573965,6433315,NA
"5550",2021-04-14,"Jammu and Kashmir",6611924,6470188,NA
"5551",2021-04-15,"Jammu and Kashmir",6648718,6505841,NA
"5552",2021-04-16,"Jammu and Kashmir",6683730,6539709,NA
"5553",2021-04-17,"Jammu and Kashmir",6720261,6575095,NA
"5554",2021-04-18,"Jammu and Kashmir",6760101,6613409,NA
"5555",2021-04-19,"Jammu and Kashmir",6794193,6645985,NA
"5556",2021-04-20,"Jammu and Kashmir",6833449,6683211,NA
"5557",2021-04-21,"Jammu and Kashmir",6877256,6725084,NA
"5558",2021-04-22,"Jammu and Kashmir",6919992,6765585,NA
"5559",2021-04-23,"Jammu and Kashmir",6961115,6804771,NA
"5560",2021-04-24,"Jammu and Kashmir",7001906,6843532,NA
"5561",2021-04-25,"Jammu and Kashmir",7046228,6885473,NA
"5562",2021-04-26,"Jammu and Kashmir",7080758,6917868,NA
"5563",2021-04-27,"Jammu and Kashmir",7125036,6958982,NA
"5564",2021-04-28,"Jammu and Kashmir",7172458,7003381,NA
"5565",2021-04-29,"Jammu and Kashmir",7222471,7049920,NA
"5566",2021-04-30,"Jammu and Kashmir",7268521,7092438,NA
"5567",2021-05-01,"Jammu and Kashmir",7312926,7133011,NA
"5568",2021-05-02,"Jammu and Kashmir",7348647,7165161,NA
"5569",2021-05-03,"Jammu and Kashmir",7380302,7193083,NA
"5570",2021-05-04,"Jammu and Kashmir",7418169,7226300,NA
"5571",2021-05-05,"Jammu and Kashmir",7460537,7263952,NA
"5572",2021-05-06,"Jammu and Kashmir",7507938,7306427,NA
"5573",2021-05-07,"Jammu and Kashmir",7557656,7350702,NA
"5574",2021-05-08,"Jammu and Kashmir",7604448,7392706,NA
"5575",2021-05-09,"Jammu and Kashmir",7653001,7436069,NA
"5576",2021-05-10,"Jammu and Kashmir",7689823,7469277,NA
"5577",2021-05-11,"Jammu and Kashmir",7731176,7506278,NA
"5578",2021-05-12,"Jammu and Kashmir",7775092,7545685,NA
"5579",2021-05-13,"Jammu and Kashmir",7819421,7585658,NA
"5580",2021-05-14,"Jammu and Kashmir",7850973,7614183,NA
"5581",2021-05-15,"Jammu and Kashmir",7884512,7644045,NA
"5582",2021-05-16,"Jammu and Kashmir",7921228,7676620,NA
"5583",2021-05-17,"Jammu and Kashmir",7955865,7707913,NA
"5584",2021-05-18,"Jammu and Kashmir",7996880,7744961,NA
"5585",2021-05-19,"Jammu and Kashmir",8045445,7789557,NA
"5586",2021-05-20,"Jammu and Kashmir",8092877,7832820,NA
"5587",2021-05-21,"Jammu and Kashmir",8140036,7876131,NA
"5588",2021-05-22,"Jammu and Kashmir",8188640,7921327,NA
"5589",2021-05-23,"Jammu and Kashmir",8233797,7963176,NA
"5590",2021-05-24,"Jammu and Kashmir",8270069,7997211,NA
"5591",2021-05-25,"Jammu and Kashmir",8311463,8035641,NA
"5592",2021-05-26,"Jammu and Kashmir",8359521,8080392,NA
"5593",2021-05-27,"Jammu and Kashmir",8403522,8121894,NA
"5594",2021-05-28,"Jammu and Kashmir",8448327,8163896,NA
"5595",2021-05-29,"Jammu and Kashmir",8492134,8205450,NA
"5596",2021-05-30,"Jammu and Kashmir",8533925,8244985,NA
"5597",2021-05-31,"Jammu and Kashmir",8567159,8276694,NA
"5598",2021-06-01,"Jammu and Kashmir",8605273,8312913,NA
"5599",2021-06-02,"Jammu and Kashmir",8651026,83561026,NA
"5600",2021-06-03,"Jammu and Kashmir",8697398,8401519,NA
"5601",2021-06-04,"Jammu and Kashmir",8746810,8449208,NA
"5602",2021-06-05,"Jammu and Kashmir",8797513,8498463,NA
"5603",2021-06-06,"Jammu and Kashmir",8847766,8547276,NA
"5604",2021-06-07,"Jammu and Kashmir",8887902,8586435,NA
"5605",2020-04-10,"Jharkhand",1340,1326,14
"5606",2020-04-11,"Jharkhand",1546,1529,17
"5607",2020-04-12,"Jharkhand",1683,1666,17
"5608",2020-04-13,"Jharkhand",1982,1963,19
"5609",2020-04-14,"Jharkhand",2334,2307,27
"5610",2020-04-17,"Jharkhand",3143,3111,32
"5611",2020-04-18,"Jharkhand",3431,3398,33
"5612",2020-04-19,"Jharkhand",3646,3608,38
"5613",2020-04-20,"Jharkhand",4235,4190,45
"5614",2020-04-22,"Jharkhand",5176,5127,49
"5615",2020-04-23,"Jharkhand",5380,5327,53
"5616",2020-04-24,"Jharkhand",6162,6105,57
"5617",2020-04-25,"Jharkhand",6970,6903,67
"5618",2020-04-26,"Jharkhand",7806,7724,82
"5619",2020-04-27,"Jharkhand",8757,8654,103
"5620",2020-04-28,"Jharkhand",9408,9303,105
"5621",2020-04-29,"Jharkhand",10268,10161,107
"5622",2020-04-30,"Jharkhand",10987,10878,109
"5623",2020-05-01,"Jharkhand",11771,11658,113
"5624",2020-05-02,"Jharkhand",12393,12278,115
"5625",2020-05-03,"Jharkhand",13055,12940,115
"5626",2020-05-04,"Jharkhand",13832,13717,115
"5627",2020-05-05,"Jharkhand",15064,14939,125
"5628",2020-05-06,"Jharkhand",15908,15799,127
"5629",2020-05-07,"Jharkhand",17101,16969,132
"5630",2020-05-08,"Jharkhand",17219,17087,132
"5631",2020-05-09,"Jharkhand",18632,18478,154
"5632",2020-05-10,"Jharkhand",20832,20675,157
"5633",2020-05-11,"Jharkhand",21201,21041,160
"5634",2020-05-12,"Jharkhand",22815,22651,164
"5635",2020-05-13,"Jharkhand",25769,25592,177
"5636",2020-05-14,"Jharkhand",27789,27592,197
"5637",2020-05-15,"Jharkhand",29236,29025,211
"5638",2020-05-16,"Jharkhand",31025,30808,217
"5639",2020-05-17,"Jharkhand",33220,32997,223
"5640",2020-05-18,"Jharkhand",35359,35131,228
"5641",2020-05-19,"Jharkhand",37589,37341,248
"5642",2020-05-20,"Jharkhand",39402,39121,281
"5643",2020-05-21,"Jharkhand",41936,41633,303
"5644",2020-05-22,"Jharkhand",43988,43665,323
"5645",2020-05-23,"Jharkhand",45785,45435,350
"5646",2020-05-24,"Jharkhand",48641,48271,370
"5647",2020-05-25,"Jharkhand",50709,50304,405
"5648",2020-05-26,"Jharkhand",53309,52883,426
"5649",2020-05-27,"Jharkhand",55427,54969,458
"5650",2020-05-28,"Jharkhand",57250,56781,469
"5651",2020-05-29,"Jharkhand",59452,58931,521
"5652",2020-05-30,"Jharkhand",62916,62353,563
"5653",2020-05-31,"Jharkhand",65886,65256,610
"5654",2020-06-01,"Jharkhand",69187,68526,661
"5655",2020-06-02,"Jharkhand",71296,70584,712
"5656",2020-06-03,"Jharkhand",74499,73735,764
"5657",2020-06-04,"Jharkhand",77641,76814,827
"5658",2020-06-05,"Jharkhand",80097,79175,922
"5659",2020-06-06,"Jharkhand",84444,83416,1028
"5660",2020-06-07,"Jharkhand",87721,86618,1103
"5661",2020-06-08,"Jharkhand",92325,91035,1290
"5662",2020-06-09,"Jharkhand",95099,93683,1416
"5663",2020-06-10,"Jharkhand",95500,94077,1423
"5664",2020-06-11,"Jharkhand",99931,98332,1599
"5665",2020-06-12,"Jharkhand",102092,100436,1656
"5666",2020-06-13,"Jharkhand",103905,102194,1711
"5667",2020-06-14,"Jharkhand",106104,104343,1761
"5668",2020-06-15,"Jharkhand",108576,106783,1793
"5669",2020-06-16,"Jharkhand",110813,108974,1839
"5670",2020-06-17,"Jharkhand",113004,111109,1895
"5671",2020-06-18,"Jharkhand",115186,113267,1919
"5672",2020-06-19,"Jharkhand",117569,115608,1961
"5673",2020-06-20,"Jharkhand",120892,117722,2024
"5674",2020-06-21,"Jharkhand",121770,119681,2089
"5675",2020-06-22,"Jharkhand",124008,121868,2140
"5676",2020-06-23,"Jharkhand",126007,123814,2193
"5677",2020-06-24,"Jharkhand",128214,125995,2219
"5678",2020-06-25,"Jharkhand",131169,128908,2261
"5679",2020-06-26,"Jharkhand",133082,130788,2294
"5680",2020-06-27,"Jharkhand",135276,132937,2339
"5681",2020-06-28,"Jharkhand",137438,135074,2364
"5682",2020-06-29,"Jharkhand",139907,137481,2426
"5683",2020-06-30,"Jharkhand",142641,140151,2490
"5684",2020-07-01,"Jharkhand",145692,143167,2525
"5685",2020-07-02,"Jharkhand",148738,146153,2585
"5686",2020-07-03,"Jharkhand",151699,149002,2697
"5687",2020-07-04,"Jharkhand",154618,151879,2739
"5688",2020-07-05,"Jharkhand",156778,153971,2807
"5689",2020-07-06,"Jharkhand",159176,156322,2854
"5690",2020-07-07,"Jharkhand",161564,158546,3018
"5691",2020-07-08,"Jharkhand",164504,161370,3134
"5692",2020-07-09,"Jharkhand",167650,164382,3268
"5693",2020-07-10,"Jharkhand",172032,168514,3518
"5694",2020-07-11,"Jharkhand",176858,173195,3663
"5695",2020-07-12,"Jharkhand",180439,176679,3760
"5696",2020-07-13,"Jharkhand",184656,180693,3963
"5697",2020-07-14,"Jharkhand",189851,185626,4225
"5698",2020-07-15,"Jharkhand",196070,191508,4562
"5699",2020-07-16,"Jharkhand",203279,198496,4783
"5700",2020-07-17,"Jharkhand",208492,203396,5096
"5701",2020-07-18,"Jharkhand",212299,206914,5385
"5702",2020-07-19,"Jharkhand",215661,210109,5552
"5703",2020-07-20,"Jharkhand",222781,217004,5777
"5704",2020-07-21,"Jharkhand",230535,224340,6195
"5705",2020-07-22,"Jharkhand",236438,229756,6682
"5706",2020-07-23,"Jharkhand",243276,236110,7166
"5707",2020-07-24,"Jharkhand",248928,241364,7564
"5708",2020-07-25,"Jharkhand",253411,245570,7841
"5709",2020-07-26,"Jharkhand",259096,250747,8349
"5710",2020-07-27,"Jharkhand",264449,255646,8803
"5711",2020-07-28,"Jharkhand",272713,263150,9563
"5712",2020-07-29,"Jharkhand",277984,268090,9894
"5713",2020-07-30,"Jharkhand",286178,275779,10399
"5714",2020-07-31,"Jharkhand",294476,283162,11314
"5715",2020-08-01,"Jharkhand",307363,295259,12104
"5716",2020-08-02,"Jharkhand",316332,303773,12559
"5717",2020-08-03,"Jharkhand",339560,326060,13500
"5718",2020-08-04,"Jharkhand",345907,331837,14070
"5719",2020-08-05,"Jharkhand",351197,336149,15048
"5720",2020-08-06,"Jharkhand",358208,342452,15756
"5721",2020-08-07,"Jharkhand",367757,351275,16482
"5722",2020-08-08,"Jharkhand",374813,357345,17468
"5723",2020-08-09,"Jharkhand",380330,362174,18156
"5724",2020-08-10,"Jharkhand",387184,368398,18786
"5725",2020-08-11,"Jharkhand",394315,374846,19469
"5726",2020-08-12,"Jharkhand",402072,381815,20257
"5727",2020-08-13,"Jharkhand",411027,390077,20950
"5728",2020-08-14,"Jharkhand",442286,420161,22125
"5729",2020-08-15,"Jharkhand",448188,425516,22672
"5730",2020-08-16,"Jharkhand",455715,432491,23224
"5731",2020-08-17,"Jharkhand",473973,449906,NA
"5732",2020-08-18,"Jharkhand",502973,477640,NA
"5733",2020-08-19,"Jharkhand",516123,489823,NA
